NUTS_BN_CODE,NUTS_CODE
2875,FR
2876,SK
2877,FR
2878,DE
2880,CZ
2898,AT
2899,DE
2901,FR
2922,FR
2926,DE
2930,SK
2940,DE
2947,FR
2955,SK
2958,FR
2959,FR
2974,PL
2983,DE
2984,FR
2987,SK
3001,SK
3023,FR
3026,SK
3036,SK
3044,FR
3045,SK
3051,FR
3056,SK
3063,FR
3065,FR
3069,FR
3074,FR
3078,LU
3085,DE
3093,FR
3106,FR
3108,FR
3128,FR
3134,CZ
3136,DE
3141,LU
3146,LU
3158,FR
3179,PL
3189,CZ
3199,UK
3200,UK
3204,BE
3210,DE
3211,UK
3212,UK
3221,FR
3223,FR
3229,UK
3230,UK
3231,DE
3232,CZ
3237,UK
3244,FR
3266,BE
3281,UK
3288,DE
3296,CZ
3297,FR
3300,CZ
3310,LU
3323,FR
3330,DE
3335,CZ
3340,CZ
3342,CZ
3345,UK
3363,CZ
3372,FR
3376,UK
3391,UK
3409,CZ
3414,UK
3418,FR
3423,BE
3424,FR
3433,BE
3438,CZ
3444,BE
3454,UK
3456,CZ
3463,UK
3464,UK
3477,DE
3484,CZ
3490,CZ
3491,UK
3493,UK
3497,FR
3499,UK
3507,FR
3510,UK
3514,CZ
3525,BE
3531,UK
3534,FR
3537,BE
3544,FR
3546,UK
3548,FR
3555,UK
3556,BE
3558,UK
3560,UK
3563,DE
3568,CZ
3572,UK
3576,UK
3583,UK
3602,UK
3608,NL
3618,CZ
3637,UK
3639,DE
3642,CZ
3645,FR
3648,NL
3650,FR
3684,CZ
3685,FR
3695,NL
3716,DE
3742,BE
3756,BE
3762,NL
3765,UK
3766,UK
3768,UK
3777,BE
3785,BE
3800,BE
3801,NL
3805,BE
3811,BE
3838,BE
3851,NL
3852,UK
3853,BE
3855,BE
3858,BE
3860,BE
3870,BE
3877,UK
3881,UK
3883,UK
3885,UK
3888,UK
3889,UK
3899,UK
3910,BE
3913,BE
3914,IE
3919,UK
3922,UK
3926,BE
3928,NL
3930,IE
3931,UK
3934,UK
3935,UK
3936,BE
3938,UK
3939,IE
3940,IE
3943,UK
3945,IE
3948,IE
3951,IE
3952,UK
3953,UK
3954,UK
3957,UK
3959,UK
3960,UK
3961,UK
3965,IE
3968,DE
3969,IE
3975,UK
3991,UK
3996,UK
4005,UK
4014,DE
4029,UK
4046,IE
4059,UK
4064,UK
4069,UK
4070,NL
4071,UK
4075,IE
4076,UK
4079,NL
4090,UK
4096,UK
4098,IE
4102,UK
4112,UK
4114,UK
4116,IE
4120,IE
4121,PL
4123,UK
4124,UK
4131,IE
4137,UK
4139,DE
4149,UK
4150,UK
4159,IE
4160,IE
4163,IE
4174,UK
4176,UK
4179,UK
4185,DE
4187,DE
4190,DE
4198,UK
4201,IE
4204,IE
4220,NL
4243,IE
4247,NL
4253,IE
4259,PL
4266,UK
4273,UK
4279,IE
4285,IE
4287,DE
4288,NL
4295,IE
4296,IE
4300,IE
4318,DE
4358,NL
4380,DE
4390,DE
4393,NL
4423,PL
4435,NL
4465,PL
4468,IE
4473,UK
4487,IE
4491,IE
4492,DE
4495,IE
4502,DE
4509,DE
4510,IE
4511,IE
4513,IE
4519,IE
4523,IE
4525,IE
4530,DE
4531,NL
4536,UK
4550,DE
4561,UK
4580,NL
4581,IE
4585,DE
4594,UK
4595,DE
4602,UK
4619,PL
4621,PL
4624,IE
4629,IE
4641,IE
4642,IE
4643,NL
4644,IE
4650,IE
4656,UK
4657,NL
4663,IE
4665,IE
4669,IE
4676,NL
4679,IE
4682,IE
4684,NL
4685,NL
4687,IE
4689,IE
4693,IE
4694,IE
4695,IE
4696,IE
4699,UK
4700,UK
4702,IE
4704,UK
4705,NL
4706,IE
4709,IE
4710,IE
4711,DE
4712,IE
4715,UK
4717,IE
4720,IE
4721,UK
4726,UK
4727,IE
4729,IE
4730,UK
4736,IE
4737,IE
4741,DE
4750,UK
4755,IE
4756,UK
4766,NL
4767,IE
4770,NL
4771,IE
4774,NL
4775,NL
4776,DE
4785,NL
4793,IE
4797,IE
4800,UK
4801,NL
4802,IE
4804,UK
4807,NL
4813,IE
4817,NL
4821,IE
4822,NL
4827,DE
4832,DE
4838,DE
4842,DE
4843,DE
4845,DE
4846,IE
4849,IE
4852,DE
4858,DE
4859,PL
4860,UK
4863,DE
4864,UK
4870,IE
4873,DE
4874,UK
4879,DE
4880,UK
4881,IE
4882,DE
4883,IE
4885,DE
4886,UK
4887,UK
4890,DE
4891,UK
4892,UK
4893,DE
4894,UK
4899,DE
4901,DE
4905,PL
4907,DE
4908,DE
4909,UK
4915,DE
4917,UK
4921,PL
4922,IE
4925,IE
4926,IE
4927,IE
4932,UK
4933,PL
4934,PL
4936,PL
4937,IE
4939,DE
4942,IE
4943,PL
4944,DE
4945,DE
4951,UK
4957,PL
4958,PL
4961,DE
4963,DE
4966,DE
4967,IE
4968,PL
4969,PL
4970,LT
4971,DE
4973,IE
4976,IE
4978,UK
4979,IE
4981,DE
4982,IE
4983,DE
4988,DE
4991,UK
4992,DE
4995,DE
4996,IE
4998,DE
5000,UK
5001,UK
5002,IE
5008,DE
5009,IE
5012,LT
5013,IE
5014,DE
5015,DE
5016,DE
5019,UK
5020,IE
5024,DE
5025,DE
5027,UK
5028,LT
5030,DE
5031,UK
5034,IE
5037,IE
5038,DE
5039,PL
5040,DE
5041,PL
5042,PL
5044,PL
5045,UK
5047,PL
5048,UK
5049,DE
5050,PL
5051,DE
5052,DE
5054,DE
5055,DE
5058,UK
5059,IE
5061,PL
5062,DE
5063,IE
5064,DE
5065,DE
5066,UK
5067,DE
5068,DE
5069,DE
5071,UK
5072,UK
5073,DE
5075,DE
5077,DE
5079,DE
5081,DE
5082,DE
5085,DE
5086,DE
5087,DE
5088,DE
5089,DE
5094,DE
5095,DE
5096,DK
5097,UK
5098,DK
5099,DE
5100,DE
5102,UK
5103,UK
5105,DE
5107,IE
5108,DE
5109,DE
5110,UK
5111,PL
5112,UK
5113,DE
5115,DE
5117,UK
5118,UK
5119,UK
5120,PL
5122,LT
5123,UK
5129,DE
5130,DE
5132,DE
5133,IE
5134,DK
5135,DK
5136,UK
5137,UK
5139,DK
5140,DK
5141,DK
5142,DK
5144,DK
5145,DE
5146,DK
5147,UK
5148,DK
5149,DK
5151,DK
5152,DK
5154,DK
5155,DK
5156,DK
5157,IE
5158,DK
5159,DK
5160,DK
5161,UK
5162,IE
5163,DK
5164,UK
5165,DK
5166,IE
5167,DK
5168,DK
5169,DK
5170,UK
5171,DK
5172,IE
5173,DK
5174,DK
5175,DK
5176,DK
5177,IE
5178,DK
5179,DK
5180,IE
5181,DK
5182,DK
5186,LT
5187,IE
5189,IE
5191,IE
5192,DK
5193,DK
5194,DK
5195,DK
5197,DK
5198,DK
5199,IE
5201,IE
5202,IE
5203,DK
5204,DK
5205,DK
5206,UK
5207,DK
5208,UK
5209,UK
5210,IE
5211,DK
5212,UK
5213,UK
5214,DK
5215,DK
5216,LT
5217,DK
5219,DK
5221,SE
5224,UK
5228,DK
5231,DK
5232,DK
5234,DK
5235,DK
5236,DK
5237,UK
5238,UK
5239,DK
5240,DK
5241,DK
5243,DK
5244,LT
5245,DK
5246,DK
5248,UK
5251,UK
5252,DK
5253,DK
5254,DK
5255,LT
5256,DK
5257,UK
5259,DK
5262,UK
5263,DK
5264,DK
5266,UK
5267,UK
5268,UK
5269,DK
5271,DK
5273,UK
5278,DK
5279,LT
5282,UK
5283,DK
5285,DK
5287,UK
5288,DK
5296,DK
5297,DK
5299,LV
5300,UK
5301,SE
5302,DK
5303,UK
5305,DK
5306,DK
5307,DK
5309,UK
5310,DK
5311,SE
5313,UK
5316,UK
5317,UK
5318,UK
5320,DK
5321,DK
5323,DK
5325,LV
5326,UK
5327,UK
5328,DK
5329,DK
5330,DK
5331,DK
5332,SE
5333,UK
5334,UK
5337,SE
5339,SE
5340,UK
5341,UK
5342,SE
5343,SE
5344,SE
5346,SE
5347,SE
5348,SE
5350,SE
5351,SE
5353,SE
5354,UK
5355,SE
5356,SE
5357,SE
5358,UK
5359,SE
5360,DK
5361,SE
5362,SE
5363,UK
5364,UK
5365,SE
5366,SE
5367,SE
5368,SE
5369,SE
5370,DK
5371,SE
5372,UK
5373,SE
5374,SE
5375,SE
5376,SE
5377,SE
5378,SE
5379,SE
5381,UK
5382,SE
5383,DK
5384,UK
5387,UK
5388,UK
5389,UK
5390,UK
5391,SE
5392,UK
5393,UK
5394,UK
5395,UK
5396,SE
5397,LT
5398,UK
5399,DK
5400,UK
5401,LT
5402,DK
5403,LT
5404,LT
5405,UK
5408,UK
5409,LT
5410,UK
5411,SE
5412,UK
5413,UK
5415,UK
5416,UK
5418,UK
5419,UK
5420,UK
5421,UK
5422,DK
5423,UK
5426,DK
5427,UK
5430,UK
5435,UK
5439,UK
5440,DK
5441,DK
5442,DK
5443,SE
5444,UK
5445,UK
5446,UK
5448,DK
5449,UK
5450,UK
5451,UK
5452,UK
5453,DK
5454,UK
5456,UK
5458,UK
5459,SE
5461,UK
5465,DK
5467,DK
5468,UK
5469,UK
5470,DK
5471,LV
5472,DK
5473,UK
5474,UK
5475,SE
5477,UK
5478,UK
5479,UK
5480,UK
5481,UK
5482,DK
5483,DK
5484,LV
5485,UK
5488,SE
5489,SE
5490,SE
5491,SE
5492,SE
5493,SE
5494,UK
5496,SE
5497,UK
5498,SE
5499,SE
5500,UK
5501,SE
5502,DK
5503,SE
5504,DK
5505,DK
5506,DK
5507,SE
5508,UK
5510,SE
5511,SE
5512,SE
5513,DK
5514,SE
5515,SE
5516,UK
5517,SE
5518,SE
5519,UK
5520,UK
5521,SE
5522,UK
5523,SE
5525,UK
5526,SE
5527,UK
5528,UK
5529,SE
5530,SE
5531,SE
5532,UK
5533,SE
5534,UK
5535,UK
5536,UK
5537,SE
5538,SE
5539,SE
5540,LV
5541,SE
5542,SE
5543,UK
5544,SE
5545,UK
5546,DK
5547,UK
5549,UK
5551,UK
5552,SE
5553,UK
5554,SE
5555,UK
5556,SE
5557,UK
5558,UK
5559,SE
5561,UK
5562,SE
5563,LV
5565,SE
5566,SE
5567,SE
5568,SE
5569,SE
5570,SE
5571,UK
5572,SE
5573,SE
5574,LV
5575,SE
5576,UK
5577,SE
5578,SE
5579,SE
5580,SE
5582,SE
5583,UK
5584,UK
5585,SE
5586,SE
5587,SE
5588,UK
5589,SE
5590,SE
5591,SE
5592,SE
5593,SE
5594,SE
5595,SE
5596,SE
5597,SE
5598,LV
5599,SE
5600,UK
5601,UK
5602,SE
5603,UK
5604,UK
5605,UK
5606,UK
5607,UK
5608,SE
5609,SE
5610,SE
5611,SE
5612,UK
5613,SE
5614,UK
5615,SE
5616,SE
5617,UK
5618,UK
5620,SE
5621,SE
5622,SE
5623,UK
5624,SE
5625,SE
5626,UK
5627,UK
5628,UK
5629,SE
5630,UK
5631,SE
5632,SE
5633,SE
5634,SE
5635,SE
5636,SE
5637,UK
5638,SE
5639,UK
5640,SE
5641,UK
5642,SE
5643,SE
5644,UK
5645,SE
5646,EE
5647,UK
5648,SE
5649,SE
5650,SE
5651,UK
5652,SE
5653,SE
5654,UK
5655,SE
5656,SE
5657,SE
5658,SE
5659,SE
5660,SE
5661,SE
5663,SE
5664,UK
5665,SE
5666,UK
5667,UK
5668,SE
5669,SE
5670,SE
5671,SE
5672,SE
5673,SE
5674,SE
5675,SE
5676,UK
5677,SE
5678,UK
5679,SE
5680,UK
5681,UK
5682,SE
5683,SE
5684,SE
5685,SE
5686,SE
5687,SE
5688,UK
5689,UK
5690,SE
5691,SE
5692,SE
5693,SE
5694,SE
1104,TR
1114,PT
1115,MK
1116,BG
1118,PT
1120,TR
1123,IT
1128,MK
1134,PT
1136,PT
1138,TR
1141,BG
1142,FR
1147,IT
1151,ES
1152,TR
1153,IT
1154,TR
1155,PT
1156,PT
1157,BG
1162,ES
1163,TR
1168,MK
1175,TR
1178,TR
1187,IT
1188,IT
1192,IT
1202,MK
1204,ES
1205,MK
1210,ES
1212,IT
1213,ES
1217,MK
1219,IT
1223,IT
1224,IT
1226,IT
1229,ES
1232,ES
1233,ME
1236,FR
1242,ES
1243,BG
1244,IT
1248,ES
1249,ES
1251,ME
1252,ES
1254,HR
1255,BG
1256,FR
1258,ES
1260,ES
1262,IT
1266,IT
1268,ES
1270,HR
1276,HR
1280,HR
1281,ES
1282,FR
1284,ES
1288,FR
1291,HR
1294,HR
1295,HR
1297,HR
1298,HR
1299,IT
1300,HR
1305,HR
1307,HR
1308,FR
1309,HR
1311,HR
1312,HR
1313,HR
1314,HR
1315,FR
1318,HR
1320,HR
1328,FR
1332,IT
1333,FR
1336,FR
1338,FR
1340,BG
1346,HR
1355,HR
1357,FR
1358,IT
1363,HR
1364,HR
1365,HR
1368,HR
1369,IT
1370,FR
1371,FR
1372,FR
1373,HR
1375,HR
1377,HR
1380,FR
1387,IT
1390,HR
1391,FR
1395,HR
1396,ES
1399,FR
1400,HR
1402,HR
1404,HR
1407,HR
1408,FR
1412,BG
1415,IT
1423,FR
1430,FR
1431,BG
1432,BG
1434,HR
1437,ES
1438,FR
1439,HR
1441,ES
1447,ES
1452,ES
1454,IT
1455,FR
1457,HR
1458,BG
1459,HR
1460,FR
1461,HR
1462,FR
1465,IT
1467,HR
1468,HR
1470,HR
1471,HR
1474,HR
1475,FR
1478,FR
1480,HR
1484,FR
1486,FR
1488,ME
1491,ES
1499,IT
1501,ES
1503,BG
1505,BG
1507,HR
1509,HR
1511,HR
1512,BG
1514,BG
1515,HR
1516,HR
1517,HR
1518,HR
1522,HR
1523,HR
1524,HR
1526,HR
1527,HR
1529,HR
1530,HR
1531,HR
1532,BG
1534,BG
1535,HR
1536,HR
1537,HR
1538,IT
1541,HR
1544,BG
1545,HR
1546,HR
1547,HR
1550,BG
1551,BG
1552,HR
1561,HR
1562,IT
1564,HR
1568,HR
1570,HR
1571,HR
1572,IT
1574,HR
1575,HR
1576,HR
1577,HR
1578,HR
1580,HR
1582,HR
1585,IT
1586,HR
1587,HR
1588,HR
1589,HR
1590,IT
1591,IT
1592,HR
1593,HR
1594,HR
1595,HR
1597,HR
1599,HR
1601,HR
1606,RO
1607,FR
1612,BG
1613,HR
1615,IT
1616,IT
1620,HR
1621,BG
1622,HR
1624,BG
1627,IT
1630,HR
1632,IT
1645,HR
1647,BG
1650,HR
1652,HR
1653,HR
1657,IT
1659,HR
1661,HR
1663,IT
1664,HR
1666,HR
1667,FR
1668,RO
1671,HR
1677,IT
1680,HR
1681,HR
1683,HR
1690,HR
1693,HR
1696,HR
1697,HR
1698,HR
1701,HR
1703,RO
1706,HR
1708,IT
1710,HR
1711,HR
1715,HR
1719,HR
1723,HR
1726,HR
1727,HR
1731,HR
1736,HR
1737,HR
1738,HR
1739,HR
1741,HR
1742,FR
1749,IT
1759,FR
1762,HR
1763,HR
1765,HR
1766,IT
1771,FR
1775,HR
1778,HR
1779,HR
1787,HR
1793,FR
1797,HR
1800,RO
1801,HR
1802,IT
1803,IT
1805,HR
1807,HR
1810,FR
1811,HR
1815,HR
1818,HR
1823,HR
1831,HR
1833,IT
1834,HR
1837,HR
1838,IT
1842,IT
1851,HR
1853,RO
1858,HR
1870,HR
1872,IT
1878,IT
1879,HR
1883,IT
1887,IT
1892,IT
1894,RO
1899,HR
1904,HR
1908,IT
1911,IT
1915,IT
1916,SI
1919,IT
1922,IT
1926,HR
1928,SI
1932,IT
1935,SI
1938,IT
1939,IT
1950,SI
1963,SI
1969,FR
1976,HR
1986,HR
1989,FR
1992,IT
1994,IT
1996,IT
1997,IT
1998,IT
1999,IT
2002,IT
2003,IT
2005,IT
2006,IT
2008,IT
2016,HR
2017,HR
2023,HU
2024,SI
2030,SI
2033,FR
2039,IT
2047,HR
2048,IT
2049,IT
2060,IT
2061,IT
2063,HU
2064,FR
2069,SI
2072,IT
2075,HR
2077,IT
2079,SI
2081,FR
2093,HR
2098,FR
2105,FR
2109,RO
2110,FR
2114,IT
2119,HR
2120,CH
2132,HR
2133,RO
2136,HR
2137,RO
2140,FR
2141,CH
2142,SI
2144,CH
2147,IT
2148,HR
2160,SI
2162,HR
2164,FR
2167,SI
2170,SI
2173,IT
2174,FR
2177,CH
2180,SI
2187,SI
2189,SI
2190,SI
2192,IT
2195,IT
2199,SI
2206,SI
2207,SI
2209,CH
2211,IT
2212,IT
2217,SI
